Student_ID,Age,Age_Group,Gender,Academic_Level,Country,Relationship_Status,Vulnerable_Group,Most_Used_Platform,Platform_Type,Avg_Daily_Usage_Hours,Usage_Intensity,Usage_Duration_Category,Addicted_Score,Addiction_Level,High_Risk_Addiction,Mental_Health_Score,Mental_Health_Category,Mental_Health_Detail,Sleep_Hours_Per_Night,Sleep_Quality,Sleep_Quality_Detail,Conflicts_Over_Social_Media,Conflict_Level,Academic_Impact_Label
538,21,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,3.9,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
539,20,20-22 (Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,7.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),4,Sedang,Terdampak
540,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.5,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
541,19,16-19 (Sangat Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),WhatsApp,Lainnya,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
542,21,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,4.1,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
543,20,20-22 (Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.4,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
544,22,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
545,19,16-19 (Sangat Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
546,21,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.4,Cukup,Cukup (6-7h),3,Sedang,Terdampak
547,20,20-22 (Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,6.9,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
548,22,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,3.8,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
549,19,16-19 (Sangat Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,7.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.6,Kurang,Kurang (5-6h),4,Sedang,Terdampak
550,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
551,20,20-22 (Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
552,22,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,4.0,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
553,19,16-19 (Sangat Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.3,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
554,21,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.2,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
555,20,20-22 (Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
556,22,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,6.0,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.3,Cukup,Cukup (6-7h),3,Sedang,Terdampak
557,19,16-19 (Sangat Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.0,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
558,21,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,3.7,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
559,20,20-22 (Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,7.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.5,Kurang,Kurang (5-6h),4,Sedang,Terdampak
560,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.3,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
561,19,16-19 (Sangat Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),WhatsApp,Lainnya,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
562,21,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,3.9,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
563,20,20-22 (Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.2,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
564,22,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),3,Sedang,Terdampak
565,19,16-19 (Sangat Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.4,Cukup,Cukup (6-7h),3,Sedang,Terdampak
566,21,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,6.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.2,Cukup,Cukup (6-7h),3,Sedang,Terdampak
567,20,20-22 (Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),4,Sedang,Terdampak
568,22,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,3.6,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
569,19,16-19 (Sangat Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,7.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.4,Kurang,Kurang (5-6h),4,Sedang,Terdampak
570,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
571,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.2,Baik,Baik (7-9h),4,Sedang,Terdampak
572,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Twitter,Teks/Diskusi,3.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
573,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),4,Sedang,Terdampak
574,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Lajang,Tidak,Facebook,Sosial/Komunitas,7.2,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
575,21,20-22 (Muda),Perempuan,Sarjana,Switzerland,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
576,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,6.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
577,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
578,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,Facebook,Sosial/Komunitas,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
579,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Lajang,Ya (Perempuan Muda),Twitter,Teks/Diskusi,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
580,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Canada,Berpacaran,Tidak,Instagram,Visual/Photo,5.2,Tinggi,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
581,21,20-22 (Muda),Perempuan,Sarjana,UK,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
582,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.9,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
583,20,20-22 (Muda),Perempuan,Sarjana,Russia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
584,22,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
585,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),Twitter,Teks/Diskusi,4.5,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
586,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
587,21,20-22 (Muda),Perempuan,Sarjana,Finland,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
588,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Spain,Lajang,Tidak,TikTok,Video Pendek,6.6,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
589,20,20-22 (Muda),Perempuan,Sarjana,Denmark,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
590,22,20-22 (Muda),Laki-laki,Pascasarjana,Ireland,Lajang,Tidak,Twitter,Teks/Diskusi,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
591,19,16-19 (Sangat Muda),Perempuan,Sarjana,India,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,7.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
592,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Switzerland,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
593,21,20-22 (Muda),Perempuan,Sarjana,Turkey,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.9,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
594,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,USA,Berpacaran,Tidak,Instagram,Visual/Photo,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
595,20,20-22 (Muda),Perempuan,Sarjana,Mexico,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
596,21,20-22 (Muda),Laki-laki,Sarjana,France,Lajang,Tidak,Instagram,Visual/Photo,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
597,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Canada,Berpacaran,Tidak,TikTok,Video Pendek,4.9,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
598,20,20-22 (Muda),Laki-laki,Sarjana,UK,Lajang,Tidak,Facebook,Sosial/Komunitas,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
599,22,20-22 (Muda),Perempuan,Pascasarjana,Italy,Berpacaran,Tidak,Twitter,Teks/Diskusi,5.1,Tinggi,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
600,19,16-19 (Sangat Muda),Laki-laki,Sarjana,Russia,Lajang,Ya (Laki-laki Sangat Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,4,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
601,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
602,21,20-22 (Muda),Laki-laki,Sarjana,Japan,Lajang,Tidak,Twitter,Teks/Diskusi,4.3,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
603,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Poland,Lajang,Tidak,Instagram,Visual/Photo,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
604,20,20-22 (Muda),Laki-laki,Sarjana,Finland,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
605,22,20-22 (Muda),Perempuan,Pascasarjana,Spain,Lajang,Tidak,TikTok,Video Pendek,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
606,19,16-19 (Sangat Muda),Laki-laki,Sarjana,Denmark,Berpacaran,Ya (Laki-laki Sangat Muda),Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
607,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Ireland,Lajang,Tidak,Twitter,Teks/Diskusi,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
608,21,20-22 (Muda),Laki-laki,Sarjana,India,Lajang,Tidak,Facebook,Sosial/Komunitas,7.1,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
609,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Switzerland,Berpacaran,Tidak,Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
610,20,20-22 (Muda),Laki-laki,Sarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,6.6,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
611,22,20-22 (Muda),Perempuan,Pascasarjana,USA,Berpacaran,Tidak,Instagram,Visual/Photo,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
612,19,16-19 (Sangat Muda),Laki-laki,Sarjana,Mexico,Lajang,Ya (Laki-laki Sangat Muda),Facebook,Sosial/Komunitas,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
613,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,France,Berpacaran,Tidak,Twitter,Teks/Diskusi,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
614,21,20-22 (Muda),Laki-laki,Sarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
615,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,UK,Lajang,Tidak,TikTok,Video Pendek,6.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
616,20,20-22 (Muda),Laki-laki,Sarjana,Italy,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
617,22,20-22 (Muda),Perempuan,Pascasarjana,Russia,Lajang,Tidak,Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
618,19,16-19 (Sangat Muda),Laki-laki,Sarjana,China,Berpacaran,Ya (Laki-laki Sangat Muda),WeChat,Lainnya,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
619,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Japan,Lajang,Tidak,Twitter,Teks/Diskusi,4.2,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
620,21,20-22 (Muda),Laki-laki,Sarjana,Poland,Lajang,Tidak,TikTok,Video Pendek,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
621,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Finland,Berpacaran,Tidak,Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
622,20,20-22 (Muda),Laki-laki,Sarjana,Spain,Lajang,Tidak,Facebook,Sosial/Komunitas,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
623,22,20-22 (Muda),Perempuan,Pascasarjana,Denmark,Berpacaran,Tidak,Twitter,Teks/Diskusi,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
624,19,16-19 (Sangat Muda),Laki-laki,Sarjana,Ireland,Lajang,Ya (Laki-laki Sangat Muda),Instagram,Visual/Photo,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
625,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,India,Lajang,Tidak,TikTok,Video Pendek,7.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
626,21,20-22 (Muda),Laki-laki,Sarjana,Switzerland,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
627,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
